#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-08T03:28:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8d44aaa608	
#INFO	-out.max=1000	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&key:c=17:40:42.6174 -53:40:27.448&pos:17:40:42.6174 -53:40:27.448( 1 arcmin J2000)&HTTPPRM:&-c=17:40:42.6174 -53:40:27.448&-c.u=arcmin&-c.r=1&-c.eq=J2000&-c.geom=r&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c=17:40:42.6174 -53:40:27.448
#-c.eq=J2000
#-c.r=  1
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#
#INFO	-c=265.177572-53.674291,rm=1.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F6.4)	Distance from center (265.17757250000-53.67429111111)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
_r	_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
0.5756	265.1896537916300	-53.6806792423200	265.18965379163	 8.5255	-53.68067924232	 3.3562	5921745296782135680	          	       	         	      	         	      	0	 4.0937e+03	 1.0409e+02	16.6581	0.0276	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5771	265.1890758617236	-53.6809873092204	265.18910219895	 0.0542	-53.68106501589	 0.0597	5921745292477497216	    0.3251	 0.0525	    3.623	 0.103	  -18.048	 0.105	0	 1.2528e+04	 9.2229e+00	15.4436	0.0008	 8.0541e+03	 2.2499e+02	15.5864	0.0303	 1.1483e+04	 4.9271e+01	14.6118	0.0047	 0.9746	       	     	5215.18	       	       	      	
0.5779	265.1937077757600	-53.6731101012000	265.19370777576	 2.7823	-53.67311010120	 3.0260	5921751172295958528	          	       	         	      	         	      	0	 1.3340e+03	 1.0522e+01	17.8755	0.0086	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5796	265.1759050427065	-53.6646035488625	265.17592648652	 0.0644	-53.66468085942	 0.0546	5921751167992740224	    0.4046	 0.0642	    2.951	 0.099	  -17.956	 0.091	0	 1.6014e+05	 5.5991e+01	12.6771	0.0004	 7.5983e+04	 1.9144e+02	13.1496	0.0027	 1.3698e+05	 2.8103e+02	11.9202	0.0022	 1.2294	       	     	4837.00	       	       	  9.49	   44.373
0.5806	265.1806877805300	-53.6647919352200	265.18068778053	 1.9891	-53.66479193522	 2.1227	5921751172295918592	          	       	         	      	         	      	0	 1.0358e+03	 1.7183e+01	18.1502	0.0180	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5824	265.1651343808300	-53.6806106821600	265.16513438083	 0.3357	-53.68061068216	 0.3109	5921745296766610816	          	       	         	      	         	      	0	 5.6794e+03	 2.1412e+01	16.3026	0.0041	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5838	265.1637629206600	-53.6795591466500	265.16376292066	25.8536	-53.67955914665	12.3148	5921748251704126336	          	       	         	      	         	      	0	 4.3484e+03	 2.1209e+01	16.5925	0.0053	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5840	265.1851688235100	-53.6656599530400	265.18516882351	 0.6787	-53.66565995304	 0.6490	5921751172295893376	          	       	         	      	         	      	0	 4.0113e+03	 1.1302e+01	16.6801	0.0031	 4.1512e+03	 5.9413e+01	16.3060	0.0155	 6.4466e+03	 8.5998e+02	15.2386	0.1448	 1.0674	       	     	5095.63	       	       	      	
0.5842	265.1639299569400	-53.6797222873000	265.16392995694	 0.5888	-53.67972228730	 0.5609	5921748251704126464	          	       	         	      	         	      	0	 1.2042e+04	 2.0186e+02	15.4867	0.0182	 1.0472e+04	 1.8205e+02	15.3013	0.0189	 1.0569e+04	 9.6964e+01	14.7018	0.0100	 0.5995	       	     	5286.90	       	       	      	
0.5844	265.1880959506958	-53.6816961455951	265.18811554220	 0.2164	-53.68176487518	 0.2113	5921745296766456832	    0.9912	 0.1935	    2.695	 0.431	  -15.963	 0.378	0	 2.4244e+03	 7.2169e+00	17.2269	0.0032	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5845	265.1618781283039	-53.6712542221122	265.16190137791	 0.2771	-53.67133932142	 0.3023	5921748251723919616	    0.2029	 0.3349	    3.199	 0.494	  -19.765	 0.521	0	 4.9167e+03	 2.1218e+01	16.4592	0.0047	 4.4111e+03	 1.4391e+02	16.2400	0.0354	 5.1932e+03	 1.1748e+02	15.4733	0.0246	 0.7667	       	     	5095.63	       	       	      	
0.5845	265.1658111879724	-53.6673958569344	265.16582757530	 0.1164	-53.66747246138	 0.1090	5921754127219469952	    0.6294	 0.1099	    2.255	 0.204	  -17.792	 0.186	0	 5.2328e+03	 1.2474e+01	16.3915	0.0026	 4.2272e+03	 8.4381e+00	16.2863	0.0022	 5.1012e+03	 4.5231e+01	15.4927	0.0096	 0.7935	       	     	5101.71	       	       	      	
0.5852	265.1822190383100	-53.6836489021800	265.18221903831	14.5782	-53.68364890218	 6.7043	5921745296766465792	          	       	         	      	         	      	0	 1.2883e+03	 1.9218e+01	17.9134	0.0162	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5858	265.1721835103000	-53.6835184245200	265.17218351030	16.9093	-53.68351842452	14.5391	5921745296780835584	          	       	         	      	         	      	0	 2.8484e+03	 2.3409e+01	17.0519	0.0089	 2.8682e+03	 1.7364e+02	16.7074	0.0657	 5.9985e+03	 3.8650e+00	15.3168	0.0007	 1.3906	       	     	5095.63	       	       	      	
0.5862	265.1843900400097	-53.6830861889047	265.18442928247	 0.1773	-53.68317658405	 0.1647	5921745296766461440	   -0.1442	 0.2051	    5.398	 0.359	  -20.995	 0.325	0	 1.1744e+04	 9.4805e+01	15.5138	0.0088	 8.4519e+03	 1.3210e+01	15.5340	0.0017	 1.1597e+04	 1.4156e+02	14.6011	0.0133	 0.9329	       	     	5239.98	       	       	      	
0.5865	265.1940708966200	-53.6740917418700	265.19407089662	 2.8599	-53.67409174187	 4.1332	5921751172302743168	          	       	         	      	         	      	0	 3.5732e+03	 5.2338e+01	16.8057	0.0159	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5866	265.1666821304700	-53.6669458813800	265.16668213047	 0.5640	-53.66694588138	 0.5973	5921751172281965952	          	       	         	      	         	      	0	 4.5060e+03	 1.1634e+01	16.5539	0.0028	 4.7365e+03	 1.0508e+02	16.1627	0.0241	 5.2805e+03	 6.3417e+01	15.4552	0.0130	 0.7075	       	     	5095.63	       	       	      	
0.5869	265.1886237894164	-53.6669596325766	265.18864055446	 0.2358	-53.66703335230	 0.2686	5921751172295892480	    0.5342	 0.2018	    2.307	 0.468	  -17.122	 0.522	0	 2.0116e+03	 5.5563e+00	17.4295	0.0030	 4.1195e+03	 1.7408e+02	16.3143	0.0459	 4.5740e+03	 3.9689e+01	15.6112	0.0094	 0.7031	       	     	       	       	       	      	
0.5871	265.1918435844017	-53.6791203935380	265.19186574798	 0.2804	-53.67919552979	 0.2092	5921751172281705216	    0.9247	 0.2497	    3.049	 0.457	  -17.451	 0.401	0	 3.1215e+03	 2.5772e+01	16.9524	0.0090	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5878	265.1625533403300	-53.6783945331300	265.16255334033	 0.5448	-53.67839453313	 0.7592	5921748251723908096	          	       	         	      	         	      	0	 2.8269e+03	 2.7291e+01	17.0601	0.0105	 4.5533e+03	 2.3922e+01	16.2056	0.0057	 5.8051e+03	 2.0425e+02	15.3524	0.0382	 0.8532	       	     	5095.63	       	       	      	
0.5880	265.1735199678292	-53.6648109087336	265.17346386920	 0.2102	-53.66479826333	 0.2093	5921751172295967104	   -1.1703	 0.2377	   -7.720	 0.322	    2.937	 0.328	0	 1.3900e+04	 7.0270e+01	15.3308	0.0055	 1.0337e+04	 1.9712e+02	15.3154	0.0207	 1.6240e+04	 3.1663e+02	14.2354	0.0212	 1.0799	       	     	5095.63	       	       	      	
0.5882	265.1612208774021	-53.6724825917359	265.16128764838	 0.2015	-53.67254405356	 0.2087	5921748251704183040	    1.6744	 0.2267	    9.187	 0.668	  -14.275	 0.528	0	 2.6921e+03	 1.1244e+01	17.1131	0.0045	 2.7149e+03	 1.2331e+02	16.7670	0.0493	 3.4968e+03	 1.4231e+02	15.9028	0.0442	 0.8642	       	     	       	       	       	      	
0.5894	265.1624621268697	-53.6700845941166	265.16253705553	 0.2758	-53.67014934539	 0.2566	5921748251704195200	   -0.8687	 0.3430	   10.310	 0.573	  -15.039	 0.503	1	 1.3268e+05	 5.5840e+02	12.8814	0.0046	 9.2512e+04	 4.6123e+02	12.9359	0.0054	 8.5492e+04	 6.7162e+02	12.4321	0.0085	 0.5038	       	     	6876.00	       	       	      	
0.5903	265.1937633707400	-53.6721034123800	265.19376337074	 1.2602	-53.67210341238	 1.8235	5921751172295939456	          	       	         	      	         	      	0	 1.3966e+03	 2.9382e+01	17.8257	0.0228	 2.2942e+03	 6.1087e+02	16.9498	0.2891	 2.3814e+03	 3.5262e+01	16.3198	0.0161	 0.6300	       	     	       	       	       	      	
0.5909	265.1773785559344	-53.6840617023088	265.17740211068	 0.1709	-53.68413868995	 0.1443	5921745296766493568	    0.5521	 0.1630	    3.240	 0.321	  -17.881	 0.272	0	 2.0543e+03	 7.5709e+00	17.4067	0.0040	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5911	265.1935309458300	-53.6770668077400	265.19353094583	 0.8039	-53.67706680774	 1.2097	5921751172296017792	          	       	         	      	         	      	0	 2.8240e+03	 6.3992e+00	17.0612	0.0025	 2.1751e+03	 6.0200e+01	17.0077	0.0300	 2.8684e+03	 3.9097e+01	16.1178	0.0148	 0.8899	       	     	5095.63	       	       	      	
0.5914	265.1812859040734	-53.6838318050931	265.18129278144	 0.5073	-53.68389804176	 0.5454	5921745296766476160	    1.3490	 0.6654	    0.946	 0.902	  -15.384	 0.946	1	 4.2093e+03	 7.1782e+01	16.6278	0.0185	 3.7753e+03	 9.0093e+01	16.4090	0.0259	 5.3539e+03	 6.8990e+01	15.4402	0.0140	 0.9688	       	     	5095.63	       	       	      	
0.5920	265.1855238905700	-53.6829603847100	265.18552389057	 0.7284	-53.68296038471	 4.8386	5921745296766451328	          	       	         	      	         	      	0	 1.2408e+04	 4.8590e+01	15.4541	0.0043	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5925	265.1890937186899	-53.6671553028600	265.18909371869	 0.6795	-53.66715530286	 0.8550	5921751172295892608	          	       	         	      	         	      	0	 2.1852e+03	 1.4739e+01	17.3396	0.0073	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5932	265.1688567890607	-53.6657736162017	265.16888231016	 0.1911	-53.66585108176	 0.1566	5921751172296015872	    0.6560	 0.2205	    3.512	 0.347	  -17.992	 0.358	0	 2.1651e+03	 8.6977e+00	17.3497	0.0044	 2.9698e+03	 1.9799e+02	16.6696	0.0724	 3.6322e+03	 3.6794e+01	15.8615	0.0110	 0.8081	       	     	       	       	       	      	
0.5936	265.1779866502038	-53.6841048811706	265.17799736617	 0.1370	-53.68418093881	 0.1125	5921745296766493696	    0.8308	 0.1124	    1.474	 0.299	  -17.665	 0.220	0	 3.5752e+03	 9.0016e+00	16.8051	0.0027	 3.2180e+03	 7.8847e+01	16.5824	0.0266	 4.2800e+03	 1.0790e+02	15.6833	0.0274	 0.8991	       	     	5143.45	       	       	      	
0.5941	265.1933972898300	-53.6774829501800	265.19339728983	 0.6220	-53.67748295018	 0.7094	5921751172296017664	          	       	         	      	         	      	0	 1.1410e+03	 3.8094e+00	18.0451	0.0036	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5942	265.1860778728000	-53.6828170960000	265.18607787280	 0.6012	-53.68281709600	 0.5376	5921745292477492864	          	       	         	      	         	      	0	 6.5086e+04	 1.1454e+02	13.6546	0.0019	 4.9400e+04	 4.0864e+02	13.6171	0.0090	 3.8342e+04	 5.1444e+02	13.3027	0.0146	 0.3143	       	     	7234.00	       	       	      	
0.5956	265.1930496571504	-53.6704368311993	265.19307068241	 0.0887	-53.67051579509	 0.0872	5921751172295920256	    0.4593	 0.0861	    2.893	 0.184	  -18.340	 0.170	0	 4.8357e+03	 1.0771e+01	16.4772	0.0024	 5.6971e+03	 2.8502e+02	15.9622	0.0543	 5.6954e+03	 2.3401e+02	15.3731	0.0446	 0.5891	       	     	5095.63	       	       	      	
0.5960	265.1926231197921	-53.6785631974196	265.19265737875	 0.3420	-53.67863062673	 0.3385	5921751172302760320	   -0.3541	 0.3634	    4.713	 0.758	  -15.661	 0.614	0	 7.1855e+03	 2.8991e+01	16.0472	0.0044	 4.8885e+03	 8.4773e+01	16.1284	0.0188	 5.8963e+03	 6.6595e+01	15.3355	0.0123	 0.7930	       	     	5376.15	       	       	      	
0.5963	265.1872853709094	-53.6661221259198	265.18730290591	 0.1120	-53.66619558731	 0.1008	5921751172295891456	    0.3394	 0.1114	    2.413	 0.214	  -17.062	 0.217	0	 4.0580e+03	 8.4101e+00	16.6676	0.0022	 3.0125e+03	 6.9682e+01	16.6541	0.0251	 3.8881e+03	 8.3516e+01	15.7876	0.0233	 0.8665	       	     	5095.63	       	       	      	
0.5970	265.1759806285869	-53.6643006665407	265.17597020832	 0.1956	-53.66438567543	 0.2001	5921751172295943808	    1.2464	 0.2054	   -1.434	 0.429	  -19.744	 0.340	0	 9.4458e+03	 7.4676e+01	15.7503	0.0086	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5972	265.1854717437000	-53.6655064079200	265.18547174370	 0.6856	-53.66550640792	 0.7271	5921751172295893504	          	       	         	      	         	      	0	 2.7890e+03	 1.6803e+01	17.0747	0.0065	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5973	265.1752398026618	-53.6840757727789	265.17527616713	 0.3296	-53.68415347084	 0.3845	5921745296766509952	   -0.1793	 0.6381	    5.002	 0.542	  -18.046	 0.528	0	 2.1931e+03	 1.0050e+01	17.3357	0.0050	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5975	265.1763298152600	-53.6842228211500	265.17632981526	 0.7352	-53.68422282115	 0.8420	5921745296782130560	          	       	         	      	         	      	0	 2.1284e+03	 8.5482e+00	17.3682	0.0044	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5978	265.1823413942100	-53.6838450974000	265.18234139421	 0.6426	-53.68384509740	 0.9249	5921745296766465920	          	       	         	      	         	      	0	 2.7787e+03	 3.6172e+01	17.0788	0.0141	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5988	265.1935327497200	-53.6710969147100	265.19353274972	 2.9429	-53.67109691471	 3.1153	5921751172302734592	          	       	         	      	         	      	1	 3.0309e+03	 5.8733e+01	16.9844	0.0210	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.5991	265.1940931274578	-53.6760689811291	265.19413252329	 0.1990	-53.67615302558	 0.1267	5921751099273289600	    0.3308	 0.2475	    5.420	 0.207	  -19.520	 0.203	0	 3.8041e+03	 1.4835e+01	16.7377	0.0042	 2.9310e+03	 1.0381e+02	16.6839	0.0385	 4.1628e+03	 1.6124e+02	15.7134	0.0421	 0.9704	       	     	5095.63	       	       	      	
0.5994	265.1895033593825	-53.6671564057140	265.18952271158	 0.2595	-53.66724165141	 0.3253	5921751172295892736	    0.4955	 0.2777	    2.663	 0.643	  -19.799	 0.865	0	 1.0831e+03	 6.3105e+00	18.1017	0.0063	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6008	265.1613874366300	-53.6771835700000	265.16138743663	 1.0881	-53.67718357000	 1.1533	5921748251704150528	          	       	         	      	         	      	0	 1.0552e+03	 7.0500e+00	18.1300	0.0073	 2.8090e+03	 5.6838e+01	16.7300	0.0220	 2.4335e+03	 3.1493e+01	16.2964	0.0141	 0.4336	       	     	       	       	       	      	
0.6012	265.1606427415473	-53.6736032849215	265.16068801503	 0.2505	-53.67369407618	 0.1981	5921748251704183552	   -0.4526	 0.2832	    6.229	 0.374	  -21.087	 0.315	0	 3.3791e+03	 2.3743e+01	16.8664	0.0076	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6012	265.1633090938370	-53.6688123392456	265.16332514015	 0.2426	-53.66889114383	 0.2032	5921748251704210944	    0.4809	 0.2262	    2.208	 0.304	  -18.303	 0.329	0	 1.9932e+03	 5.6900e+00	17.4395	0.0031	 1.7983e+03	 9.5912e+01	17.2142	0.0579	 2.4027e+03	 1.2527e+02	16.3102	0.0566	 0.9041	       	     	       	       	       	      	
0.6023	265.1873151929200	-53.6825054961500	265.18731519292	19.1599	-53.68250549615	24.2057	5921745296766450816	          	       	         	      	         	      	0	 2.4403e+03	 3.2598e+01	17.2197	0.0145	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6028	265.1944117736900	-53.6754847334100	265.19441177369	 1.0007	-53.67548473341	 0.8451	5921751103576514560	          	       	         	      	         	      	1	 1.3372e+03	 1.5761e+01	17.8729	0.0128	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6028	265.1606483742000	-53.6751002441885	265.16067817479	 0.1376	-53.67517784322	 0.1194	5921748251704174080	    0.0789	 0.1437	    4.100	 0.227	  -18.023	 0.229	0	 3.8255e+03	 1.2215e+01	16.7316	0.0035	 3.6406e+03	 9.8910e+00	16.4485	0.0029	 4.2483e+03	 7.8898e+02	15.6914	0.2016	 0.7571	       	     	5095.63	       	       	      	
0.6029	265.1830918269851	-53.6647167092486	265.18311655538	 0.1311	-53.66479497564	 0.1178	5921751172295898752	    0.4306	 0.1136	    3.403	 0.260	  -18.178	 0.217	0	 2.1706e+03	 3.3948e+00	17.3469	0.0017	 1.5430e+03	 1.1478e+01	17.3805	0.0081	 1.9797e+03	 2.1588e+01	16.5204	0.0118	 0.8600	       	     	       	       	       	      	
0.6034	265.1811787848969	-53.6643904939186	265.18120323697	 0.0725	-53.66446705531	 0.0714	5921751172295905536	    0.1997	 0.0695	    3.365	 0.138	  -17.782	 0.136	0	 6.7998e+03	 8.0756e+00	16.1071	0.0013	 4.3927e+03	 3.8289e+01	16.2446	0.0095	 5.6979e+03	 2.6673e+01	15.3726	0.0051	 0.8719	       	     	5286.90	       	       	      	
0.6050	265.1916896877909	-53.6686319436714	265.19171141708	 0.1022	-53.66867853409	 0.0891	5921751172295899904	    0.4470	 0.0922	    2.990	 0.171	  -10.821	 0.155	0	 5.0261e+03	 7.4572e+00	16.4353	0.0016	 3.1993e+03	 6.1769e+01	16.5888	0.0210	 5.1477e+03	 5.0210e+01	15.4829	0.0106	 1.1059	       	     	5143.45	       	       	      	
0.6053	265.1917264094217	-53.6797878009243	265.19175976072	 0.2018	-53.67987360204	 0.1988	5921745296766444160	    0.1230	 0.1773	    4.588	 0.352	  -19.928	 0.341	0	 6.7226e+03	 1.2727e+01	16.1195	0.0021	 8.0047e+03	 3.5334e+02	15.5930	0.0479	 9.9402e+03	 2.1678e+02	14.7684	0.0237	 0.8246	       	     	5095.63	       	       	      	
0.6054	265.1605856450294	-53.6732787626588	265.16061444133	 0.1869	-53.67335419169	 0.1687	5921748251723916416	    0.1220	 0.2555	    3.962	 0.287	  -17.519	 0.278	0	 1.0294e+04	 4.8358e+01	15.6569	0.0051	 8.5471e+03	 2.6355e+02	15.5218	0.0335	 1.1660e+04	 7.1957e+01	14.5952	0.0067	 0.9267	       	     	5095.63	       	       	      	
0.6055	265.1891874386448	-53.6815847656572	265.18921320195	 0.1601	-53.68166079316	 0.2152	5921745296766443136	    0.5503	 0.2229	    3.544	 0.297	  -17.658	 0.350	0	 3.4111e+03	 9.1570e+00	16.8561	0.0029	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6056	265.1743998566900	-53.6643739405800	265.17439985669	 1.1287	-53.66437394058	 2.1114	5921751172295966976	          	       	         	      	         	      	0	 2.0382e+03	 9.2319e+00	17.4153	0.0049	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6057	265.1638334077061	-53.6802112026750	265.16385939552	 0.3801	-53.68028468990	 0.3668	5921748217344385280	   -0.9325	 0.4564	    3.575	 0.583	  -17.068	 0.600	0	 4.0695e+03	 4.1254e+01	16.6645	0.0110	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6068	265.1706760335000	-53.6835421685300	265.17067603350	10.8967	-53.68354216853	 8.7791	5921745262427908224	          	       	         	      	         	      	0	 1.0358e+03	 8.5675e+00	18.1502	0.0090	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6075	265.1703222693200	-53.6651226542400	265.17032226932	 3.0386	-53.66512265424	 6.2649	5921751172295982208	          	       	         	      	         	      	0	 3.1555e+03	 5.8309e+01	16.9407	0.0201	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6077	265.1693320824000	-53.6654171279700	265.16933208240	 1.8516	-53.66541712797	 4.6496	5921751172296007040	          	       	         	      	         	      	0	 8.6423e+02	 7.3640e+00	18.3468	0.0093	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6079	265.1712098238400	-53.6648865387700	265.17120982384	 1.6039	-53.66488653877	 6.0482	5921751172295982464	          	       	         	      	         	      	0	 6.5834e+03	 2.6901e+02	16.1422	0.0444	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.6081	265.1920841894800	-53.6796615586200	265.19208418948	 1.0186	-53.67966155862	 1.2904	5921751172281705344	          	       	         	      	         	      	0	 5.4167e+03	 2.2715e+01	16.3540	0.0046	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
